DATABASE_ID,MOLECULAR_WEIGHT,DRUG_GROUPS,GENERIC_NAME,SMILES,drug,Property,Value,Probability
DB00141,221.2078,approved,N-Acetylglucosamine,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,DB00141,Blood Brain Barrier,+,0.7394
DB00383,344.4479,approved,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,DB00383,Blood Brain Barrier,+,0.7384
DB06207,495.5345,approved,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,DB06207,Blood Brain Barrier,+,0.7383
DB00432,296.1999,approved,Trifluridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,DB00432,Blood Brain Barrier,+,0.7348
DB00222,490.62,approved,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,DB00222,Blood Brain Barrier,+,0.7322
DB00613,355.861,approved,Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,DB00613,Blood Brain Barrier,+,0.7306
DB06694,244.3752,approved,Xylometazoline,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,DB06694,Blood Brain Barrier,+,0.7293
DB01199,609.7312,approved,Tubocurarine,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,DB01199,Blood Brain Barrier,+,0.7287
DB01145,404.482,approved,Sulfoxone,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,DB01145,Blood Brain Barrier,+,0.7283
DB01131,253.731,approved,Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,DB01131,Blood Brain Barrier,+,0.728
DB06803,327.12,approved,Niclosamide,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,DB06803,Blood Brain Barrier,+,0.7259
DB02772,342.2965,approved,Sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,DB02772,Blood Brain Barrier,+,0.7245
DB08912,519.562,approved,Dabrafenib,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,DB08912,Blood Brain Barrier,+,0.7232
DB00406,372.5258,approved,Gentian violet cation,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,DB00406,Blood Brain Barrier,+,0.7198
DB00594,229.627,approved,Amiloride,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,DB00594,Blood Brain Barrier,+,0.7193
DB01839,76.0944,approved,Propylene glycol,CC(O)CO,DB01839,Blood Brain Barrier,+,0.7184
DB06218,250.2936,approved,Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,DB06218,Blood Brain Barrier,+,0.7181
DB00507,307.282,approved,Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,DB00507,Blood Brain Barrier,+,0.7175
DB00484,292.135,approved,Brimonidine,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,DB00484,Blood Brain Barrier,+,0.717
DB00834,429.5937,approved,Mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],DB00834,Blood Brain Barrier,+,0.7135
DB04938,378.891,approved,Ospemifene,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,DB04938,Blood Brain Barrier,+,0.7095
DB00630,249.096,approved,Alendronic acid,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,DB00630,Blood Brain Barrier,+,0.7065
DB00210,412.5201,approved,Adapalene,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,DB00210,Blood Brain Barrier,+,0.7061
DB04573,288.3814,approved,Estriol,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB04573,Blood Brain Barrier,+,0.7057
DB00247,353.458,approved,Methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,DB00247,Blood Brain Barrier,+,0.7015
DB00448,369.361,approved,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,DB00448,Blood Brain Barrier,+,0.7007
DB00827,262.2182,approved,Cinoxacin,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,DB00827,Blood Brain Barrier,+,0.7001
DB00462,398.291,approved,Methscopolamine bromide,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,DB00462,Blood Brain Barrier,+,0.6997
DB01253,325.4048,approved,Ergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,DB01253,Blood Brain Barrier,+,0.6971
DB00914,205.2596,approved,Phenformin,NC(=N)NC(=N)NCCC1=CC=CC=C1,DB00914,Blood Brain Barrier,+,0.6967
DB00960,248.3208,approved,Pindolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,DB00960,Blood Brain Barrier,+,0.6929
DB00768,337.4122,approved,Olopatadine,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,DB00768,Blood Brain Barrier,+,0.6925
DB05057,249.307,approved,Erdosteine,OC(=O)CSCC(=O)NC1CCSC1=O,DB05057,Blood Brain Barrier,+,0.6902
DB01783,219.235,approved,Pantothenic acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,DB01783,Blood Brain Barrier,+,0.6889
DB00165,169.1778,approved,Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,DB00165,Blood Brain Barrier,+,0.6889
DB00788,230.2592,approved,Naproxen,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,DB00788,Blood Brain Barrier,+,0.6881
DB00214,348.42,approved,Torasemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,DB00214,Blood Brain Barrier,+,0.6871
DB06809,502.782,approved,Plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,DB06809,Blood Brain Barrier,+,0.6867
DB00148,131.1332,approved,Creatine,CN(CC(O)=O)C(N)=N,DB00148,Blood Brain Barrier,+,0.6849
DB01026,531.431,approved,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,DB01026,Blood Brain Barrier,+,0.6704
DB00869,324.44,approved,Dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,DB00869,Blood Brain Barrier,+,0.6697
DB00862,488.603,approved,Vardenafil,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,DB00862,Blood Brain Barrier,+,0.6682
DB00276,393.459,approved,Amsacrine,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,DB00276,Blood Brain Barrier,+,0.667
DB00251,532.462,approved,Terconazole,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DB00251,Blood Brain Barrier,+,0.6657
DB00581,342.2965,approved,Lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DB00581,Blood Brain Barrier,+,0.6609
DB00137,568.886,approved,Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,DB00137,Blood Brain Barrier,+,0.6588
DB08820,392.4907,approved,Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,DB08820,Blood Brain Barrier,+,0.6561
DB00353,339.4314,approved,Methylergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,DB00353,Blood Brain Barrier,+,0.6556
DB00654,432.5928,approved,Latanoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,DB00654,Blood Brain Barrier,+,0.6512
DB03085,76.0514,approved,Glycolic acid,OCC(O)=O,DB03085,Blood Brain Barrier,+,0.651
DB00249,354.0985,approved,Idoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,DB00249,Blood Brain Barrier,+,0.6502
DB00143,307.323,approved,Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,DB00143,Blood Brain Barrier,+,0.6491
DB01129,359.443,approved,Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,DB01129,Blood Brain Barrier,+,0.6469
DB01197,217.285,approved,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,DB01197,Blood Brain Barrier,+,0.6467
DB00203,474.576,approved,Sildenafil,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,DB00203,Blood Brain Barrier,+,0.6461
DB00597,558.68,approved,Gadoteridol,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,DB00597,Blood Brain Barrier,+,0.6442
DB00664,280.303,approved,Sulfametopyrazine,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,DB00664,Blood Brain Barrier,+,0.6436
DB00856,202.635,approved,Chlorphenesin,OCC(O)COC1=CC=C(Cl)C=C1,DB00856,Blood Brain Barrier,+,0.6433
DB08867,433.592,approved,Ulipristal,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,DB08867,Blood Brain Barrier,+,0.6396
DB00380,268.2691,approved,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,DB00380,Blood Brain Barrier,+,0.6387
DB06705,957.87,approved,Gadofosveset trisodium,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,DB06705,Blood Brain Barrier,+,0.6355
DB01338,602.8912,approved,Pipecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,DB01338,Blood Brain Barrier,+,0.6351
DB04743,308.31,approved,Nimesulide,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,DB04743,Blood Brain Barrier,+,0.6341
DB00661,454.6016,approved,Verapamil,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,DB00661,Blood Brain Barrier,+,0.6323
DB02925,362.4,approved,Piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,DB02925,Blood Brain Barrier,+,0.6318
DB00460,718.7942,approved,Verteporfin,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,DB00460,Blood Brain Barrier,+,0.6313
DB00511,806.9757,approved,Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,DB00511,Blood Brain Barrier,+,0.6297
DB00533,314.356,approved,Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,DB00533,Blood Brain Barrier,+,0.6296
DB00762,586.678,approved,Irinotecan,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,DB00762,Blood Brain Barrier,+,0.6284
DB01250,302.239,approved,Olsalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,DB01250,Blood Brain Barrier,+,0.6279
DB08884,681.75,approved,Gadoxetic acid,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,DB08884,Blood Brain Barrier,+,0.6251
DB01251,527.632,approved,Gliquidone,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O,DB01251,Blood Brain Barrier,+,0.625
DB06614,328.4072,approved,Peramivir,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,DB06614,Blood Brain Barrier,+,0.623
DB00495,267.2413,approved,Zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,DB00495,Blood Brain Barrier,+,0.6224
DB00346,389.4488,approved,Alfuzosin,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,DB00346,Blood Brain Barrier,+,0.6215
DB04465,342.2965,approved,Lactose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,DB04465,Blood Brain Barrier,+,0.6207
DB01259,581.058,approved,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,DB01259,Blood Brain Barrier,+,0.6201
DB00225,573.66,approved,Gadodiamide,O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC,DB00225,Blood Brain Barrier,+,0.62
DB00282,235.0695,approved,Pamidronic acid,NCCC(O)(P(O)(O)=O)P(O)(O)=O,DB00282,Blood Brain Barrier,+,0.6175
DB00936,138.122,approved,Salicylic acid,OC(=O)C1=CC=CC=C1O,DB00936,Blood Brain Barrier,+,0.6165
DB01591,362.473,approved,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,DB01591,Blood Brain Barrier,+,0.6159
DB01101,359.3501,approved,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,DB01101,Blood Brain Barrier,+,0.6064
DB01003,468.3665,approved,Cromoglicic acid,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,DB01003,Blood Brain Barrier,+,0.5988
DB01366,290.3575,approved,Procaterol,CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,DB01366,Blood Brain Barrier,+,0.5966
DB00775,440.597,approved,Tirofiban,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,DB00775,Blood Brain Barrier,+,0.5951
DB00524,365.835,approved,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,DB00524,Blood Brain Barrier,+,0.5944
DB01083,495.7348,approved,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,DB01083,Blood Brain Barrier,+,0.5923
DB01119,230.671,approved,Diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,DB01119,Blood Brain Barrier,+,0.5923
DB00151,121.158,approved,Cysteine,N[C@@H](CS)C(O)=O,DB00151,Blood Brain Barrier,+,0.5918
DB00706,408.512,approved,Tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,DB00706,Blood Brain Barrier,+,0.5915
DB05013,430.541,approved,Ingenol mebutate,[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C,DB05013,Blood Brain Barrier,+,0.5912
DB01223,420.4264,approved,Aminophylline,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,DB01223,Blood Brain Barrier,+,0.5908
DB01265,242.2286,approved,Telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,DB01265,Blood Brain Barrier,+,0.5902
DB00120,165.1891,approved,Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,DB00120,Blood Brain Barrier,+,0.5902
DB01495,519.032,approved,Dichloralphenazone,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1,DB01495,Blood Brain Barrier,+,0.5901
DB02709,228.247,approved,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,DB02709,Blood Brain Barrier,+,0.59
DB00331,129.1636,approved,Metformin,CN(C)C(=N)NC(N)=N,DB00331,Blood Brain Barrier,+,0.5868
DB00161,117.1463,approved,Valine,CC(C)[C@H](N)C(O)=O,DB00161,Blood Brain Barrier,+,0.5852
DB00397,151.209,approved,Phenylpropanolamine,[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1,DB00397,Blood Brain Barrier,+,0.5843
DB00675,371.5146,approved,Tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,DB00675,Blood Brain Barrier,+,0.5838
DB01024,320.3371,approved,Mycophenolic acid,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,DB01024,Blood Brain Barrier,+,0.5826
DB00859,149.211,approved,Penicillamine,[H][C@](N)(C(O)=O)C(C)(C)S,DB00859,Blood Brain Barrier,+,0.5821
DB08868,307.4708,approved,Fingolimod,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,DB08868,Blood Brain Barrier,+,0.5779
DB01418,353.3255,approved,Acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,DB01418,Blood Brain Barrier,+,0.5765
DB04564,178.14,approved,Gluconolactone,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,DB04564,Blood Brain Barrier,+,0.5748
DB06202,413.5512,approved,Lasofoxifene,[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,DB06202,Blood Brain Barrier,+,0.5747
DB00423,241.2405,approved,Methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1,DB00423,Blood Brain Barrier,+,0.5747
DB00145,75.0666,approved,Glycine,NCC(O)=O,DB00145,Blood Brain Barrier,+,0.5728
DB06702,411.5769,approved,Fesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,DB06702,Blood Brain Barrier,+,0.5648
DB00326,490.425,approved,Calcium glucoheptonate,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,DB00326,Blood Brain Barrier,+,0.5646
DB00157,665.441,approved,NADH,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,DB00157,Blood Brain Barrier,+,0.5641
DB01364,165.2322,approved,Ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,DB01364,Blood Brain Barrier,+,0.5638
DB00852,165.2322,approved,Pseudoephedrine,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,DB00852,Blood Brain Barrier,+,0.5638
DB01117,366.837,approved,Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,DB01117,Blood Brain Barrier,+,0.5625
DB01611,335.872,approved,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,DB01611,Blood Brain Barrier,+,0.5602
DB01067,445.535,approved,Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,DB01067,Blood Brain Barrier,+,0.5599
DB00673,534.4267,approved,Aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,DB00673,Blood Brain Barrier,+,0.5588
DB01914,180.1559,approved,D-glucose,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,DB01914,Blood Brain Barrier,+,0.5569
DB06813,477.4726,approved,Pralatrexate,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,DB06813,Blood Brain Barrier,+,0.5561
DB00360,241.2471,approved,Sapropterin,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,DB00360,Blood Brain Barrier,+,0.5558
DB00374,390.5131,approved,Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,DB00374,Blood Brain Barrier,+,0.5541
DB01088,360.494,approved,Iloprost,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,DB01088,Blood Brain Barrier,+,0.5506
DB01032,285.359,approved,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,DB01032,Blood Brain Barrier,+,0.5486
DB00144,385.3041,approved,Phosphatidyl serine,CCCC(=O)O[C@H](COC(=O)CC)COP(O)(=O)OC[C@H](N)C(O)=O,DB00144,Blood Brain Barrier,+,0.5475
DB00310,338.766,approved,Chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,DB00310,Blood Brain Barrier,+,0.5447
DB01319,585.607,approved,Fosamprenavir,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,DB01319,Blood Brain Barrier,+,0.5379
DB00342,471.6734,approved,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00342,Blood Brain Barrier,+,0.5319
DB00226,213.2768,approved,Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,DB00226,Blood Brain Barrier,+,0.5276
DB01409,392.512,approved,Tiotropium,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,DB01409,Blood Brain Barrier,+,0.5208
DB06268,454.905,approved,Sitaxentan,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,DB06268,Blood Brain Barrier,+,0.511
DB00343,414.518,approved,Diltiazem,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,DB00343,Blood Brain Barrier,+,0.506
DB05039,392.4907,approved,Indacaterol,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,DB05039,Blood Brain Barrier,+,0.5
DB03147,785.5497,approved,Flavin adenine dinucleotide,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,DB03147,Blood Brain Barrier,+,0.5
DB06267,516.656,approved,Udenafil,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,DB06267,Blood Brain Barrier,+,0.5
DB00585,331.45,approved,Nizatidine,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,DB00585,Blood Brain Barrier,+,0.5
DB01254,488.006,approved,Dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,DB01254,Blood Brain Barrier,-,0.507
DB01362,821.1379,approved,Iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,DB01362,Blood Brain Barrier,-,0.5082
DB00138,240.3,approved,Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,DB00138,Blood Brain Barrier,-,0.5098
DB01155,389.3809,approved,Gemifloxacin,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,DB01155,Blood Brain Barrier,-,0.5099
DB04865,545.6213,approved,Omacetaxine mepesuccinate,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],DB04865,Blood Brain Barrier,-,0.5157
